ticket_id,product,category,issue_description,resolution_notes,ticket_created_date,clean_text,sentiment,topic
4417,Analytics Dashboard,Account Suspension,I would like to request a refund for the recent charge.,Security settings updated and customer notified of precautionary measures.,2023-03-17,would like request refund recent charge security settings updated customer notified precautionary measures,neutral,84
4418,Cloud Storage,Feature Request,Two-factor authentication codes are not being delivered to my phone.,Subscription status corrected and confirmation email sent to customer.,2022-07-16,twofactor authentication codes delivered phone subscription status corrected confirmation email sent customer,neutral,83
4419,Subscription Service,Account Suspension,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,2024-10-16,application crashes whenever try upload file data synchronization restored backend service restart,neutral,29
4420,Billing System,Performance Issue,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,2022-11-27,subscription cancelled without request need clarification issue escalated engineering resolved latest patch,neutral,23
4421,Payment Gateway,Data Sync Issue,Two-factor authentication codes are not being delivered to my phone.,Provided step-by-step troubleshooting instructions and issue resolved.,2022-07-22,twofactor authentication codes delivered phone provided stepbystep troubleshooting instructions issue resolved,neutral,10
4422,E-commerce Store,Performance Issue,The payment was deducted from my bank account but the transaction shows failed.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-10-03,payment deducted bank account transaction shows failed provided stepbystep troubleshooting instructions issue resolved,negative,90
4423,Payment Gateway,Refund Request,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,2022-02-10,experiencing slow performance using dashboard reset account credentials advised customer retry login,negative,81
4424,CRM Platform,Security Concern,The application crashes whenever I try to upload a file.,Provided step-by-step troubleshooting instructions and issue resolved.,2023-08-25,application crashes whenever try upload file provided stepbystep troubleshooting instructions issue resolved,neutral,52
4425,Payment Gateway,Performance Issue,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-11-27,application crashes whenever try upload file duplicate charge reversed refund processed within 35 business days,neutral,5
4426,Payment Gateway,Account Suspension,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,2023-09-24,application crashes whenever try upload file duplicate charge reversed refund processed within 35 business days,neutral,5
